,Winning_Team,number_wins,Game_Date,Home_Team,Away_Team,Home_Score,Away_Score,Home_Victory,Coaching,Affordability,Bang_for_Buck,Behavior
364,DAL,43,2014-12-28,WSH,DAL,17,17,0,42,16,77,29
365,DAL,43,2015-01-04,DAL,DET,24,24,1,42,16,77,29
366,DEN,53,2010-09-19,DEN,SEA,31,31,1,45,45,97,0
367,DEN,53,2010-10-03,TEN,DEN,20,20,0,45,45,97,0
368,DEN,53,2010-11-14,DEN,KC,49,49,1,45,45,97,0
369,DEN,53,2010-12-26,DEN,HOU,24,24,1,45,45,97,0
370,DEN,53,2011-09-18,DEN,CIN,24,24,1,45,45,97,0
371,DEN,53,2011-10-23,MIA,DEN,15,15,0,45,45,97,0
372,DEN,53,2011-11-06,OAK,DEN,24,24,0,45,45,97,0
373,DEN,53,2011-11-13,KC,DEN,10,10,0,45,45,97,0
374,DEN,53,2011-11-17,DEN,NYJ,17,17,1,45,45,97,0
375,DEN,53,2011-11-27,LAC,DEN,13,13,0,45,45,97,0
376,DEN,53,2011-12-04,MIN,DEN,32,32,0,45,45,97,0
377,DEN,53,2011-12-11,DEN,CHI,13,13,1,45,45,97,0
378,DEN,53,2012-01-08,DEN,PIT,29,29,1,45,45,97,0
379,DEN,53,2012-09-09,DEN,PIT,31,31,1,45,45,97,0
380,DEN,53,2012-09-30,DEN,OAK,37,37,1,45,45,97,0
381,DEN,53,2012-10-15,LAC,DEN,24,24,0,45,45,97,0
382,DEN,53,2012-10-28,DEN,NO,34,34,1,45,45,97,0
383,DEN,53,2012-11-04,CIN,DEN,23,23,0,45,45,97,0
384,DEN,53,2012-11-11,CAR,DEN,14,14,0,45,45,97,0
385,DEN,53,2012-11-18,DEN,LAC,30,30,1,45,45,97,0
386,DEN,53,2012-11-25,KC,DEN,9,9,0,45,45,97,0
387,DEN,53,2012-12-02,DEN,TB,31,31,1,45,45,97,0
388,DEN,53,2012-12-06,OAK,DEN,13,13,0,45,45,97,0
389,DEN,53,2012-12-16,BAL,DEN,17,17,0,45,45,97,0
390,DEN,53,2012-12-23,DEN,CLE,34,34,1,45,45,97,0
391,DEN,53,2012-12-30,DEN,KC,38,38,1,45,45,97,0
392,DEN,53,2013-09-05,DEN,BAL,49,49,1,45,45,97,0
393,DEN,53,2013-09-15,NYG,DEN,23,23,0,45,45,97,0
394,DEN,53,2013-09-23,DEN,OAK,37,37,1,45,45,97,0
395,DEN,53,2013-09-29,DEN,PHI,52,52,1,45,45,97,0
396,DEN,53,2013-10-06,DAL,DEN,48,48,0,45,45,97,0
397,DEN,53,2013-10-13,DEN,JAX,35,35,1,45,45,97,0
398,DEN,53,2013-10-27,DEN,WSH,45,45,1,45,45,97,0
399,DEN,53,2013-11-10,LAC,DEN,20,20,0,45,45,97,0
400,DEN,53,2013-11-17,DEN,KC,27,27,1,45,45,97,0
401,DEN,53,2013-12-01,KC,DEN,28,28,0,45,45,97,0
402,DEN,53,2013-12-08,DEN,TEN,51,51,1,45,45,97,0
403,DEN,53,2013-12-22,HOU,DEN,13,13,0,45,45,97,0
404,DEN,53,2013-12-29,OAK,DEN,14,14,0,45,45,97,0
405,DEN,53,2014-01-12,DEN,LAC,24,24,1,45,45,97,0
406,DEN,53,2014-01-19,DEN,NE,26,26,1,45,45,97,0
407,DEN,53,2014-09-07,DEN,IND,31,31,1,45,45,97,0
408,DEN,53,2014-09-14,DEN,KC,24,24,1,45,45,97,0
409,DEN,53,2014-10-05,DEN,ARI,41,41,1,45,45,97,0
410,DEN,53,2014-10-12,NYJ,DEN,17,17,0,45,45,97,0
411,DEN,53,2014-10-19,DEN,SF,42,42,1,45,45,97,0
412,DEN,53,2014-10-23,DEN,LAC,35,35,1,45,45,97,0
413,DEN,53,2014-11-09,OAK,DEN,17,17,0,45,45,97,0
414,DEN,53,2014-11-23,DEN,MIA,39,39,1,45,45,97,0
415,DEN,53,2014-11-30,KC,DEN,16,16,0,45,45,97,0
416,DEN,53,2014-12-07,DEN,BUF,24,24,1,45,45,97,0
417,DEN,53,2014-12-14,LAC,DEN,10,10,0,45,45,97,0
418,DEN,53,2014-12-28,DEN,OAK,47,47,1,45,45,97,0
419,DET,38,2010-10-10,DET,LAR,44,44,1,35,39,58,84
420,DET,38,2010-10-31,DET,WSH,37,37,1,35,39,58,84
421,DET,38,2010-12-12,DET,GB,7,7,1,35,39,58,84
422,DET,38,2010-12-19,TB,DET,20,20,0,35,39,58,84
423,DET,38,2010-12-26,MIA,DET,27,27,0,35,39,58,84
424,DET,38,2011-01-02,DET,MIN,20,20,1,35,39,58,84
425,DET,38,2011-09-11,TB,DET,20,20,0,35,39,58,84
426,DET,38,2011-09-18,DET,KC,48,48,1,35,39,58,84
427,DET,38,2011-09-25,MIN,DET,23,23,0,35,39,58,84
428,DET,38,2011-10-02,DAL,DET,30,30,0,35,39,58,84
429,DET,38,2011-10-10,DET,CHI,24,24,1,35,39,58,84
430,DET,38,2011-10-30,DEN,DET,10,10,0,35,39,58,84
431,DET,38,2011-11-20,DET,CAR,49,49,1,35,39,58,84
432,DET,38,2011-12-11,DET,MIN,34,34,1,35,39,58,84
433,DET,38,2011-12-18,OAK,DET,27,27,0,35,39,58,84
434,DET,38,2011-12-24,DET,LAC,38,38,1,35,39,58,84
435,DET,38,2012-09-09,DET,LAR,27,27,1,35,39,58,84
436,DET,38,2012-10-14,PHI,DET,23,23,0,35,39,58,84
437,DET,38,2012-10-28,DET,SEA,28,28,1,35,39,58,84
438,DET,38,2012-11-04,JAX,DET,14,14,0,35,39,58,84
439,DET,38,2013-09-08,DET,MIN,34,34,1,35,39,58,84
440,DET,38,2013-09-22,WSH,DET,20,20,0,35,39,58,84
441,DET,38,2013-09-29,DET,CHI,40,40,1,35,39,58,84
442,DET,38,2013-10-13,CLE,DET,17,17,0,35,39,58,84
443,DET,38,2013-10-27,DET,DAL,31,31,1,35,39,58,84
444,DET,38,2013-11-10,CHI,DET,19,19,0,35,39,58,84
445,DET,38,2013-11-28,DET,GB,40,40,1,35,39,58,84
446,DET,38,2014-09-08,DET,NYG,35,35,1,35,39,58,84
447,DET,38,2014-09-21,DET,GB,19,19,1,35,39,58,84
448,DET,38,2014-09-28,NYJ,DET,17,17,0,35,39,58,84
449,DET,38,2014-10-12,MIN,DET,3,3,0,35,39,58,84
450,DET,38,2014-10-19,DET,NO,24,24,1,35,39,58,84
451,DET,38,2014-10-26,DET,ATL,22,22,1,35,39,58,84
452,DET,38,2014-11-09,DET,MIA,20,20,1,35,39,58,84
453,DET,38,2014-11-27,DET,CHI,34,34,1,35,39,58,84
454,DET,38,2014-12-07,DET,TB,34,34,1,35,39,58,84
455,DET,38,2014-12-14,DET,MIN,16,16,1,35,39,58,84
456,DET,38,2014-12-21,CHI,DET,14,14,0,35,39,58,84
457,GB,62,2010-09-12,PHI,GB,20,20,0,81,94,81,69
458,GB,62,2010-09-19,GB,BUF,34,34,1,81,94,81,69
459,GB,62,2010-10-03,GB,DET,28,28,1,81,94,81,69
460,GB,62,2010-10-24,GB,MIN,28,28,1,81,94,81,69
461,GB,62,2010-10-31,NYJ,GB,0,0,0,81,94,81,69
462,GB,62,2010-11-07,GB,DAL,45,45,1,81,94,81,69
463,GB,62,2010-11-21,MIN,GB,3,3,0,81,94,81,69
464,GB,62,2010-12-05,GB,SF,34,34,1,81,94,81,69
465,GB,62,2010-12-26,GB,NYG,45,45,1,81,94,81,69
466,GB,62,2011-01-02,GB,CHI,10,10,1,81,94,81,69
467,GB,62,2011-01-09,PHI,GB,16,16,0,81,94,81,69
468,GB,62,2011-01-15,ATL,GB,21,21,0,81,94,81,69
469,GB,62,2011-01-23,CHI,GB,14,14,0,81,94,81,69
470,GB,62,2011-02-06,PIT,GB,25,25,0,81,94,81,69
471,GB,62,2011-09-08,GB,NO,42,42,1,81,94,81,69
472,GB,62,2011-09-18,CAR,GB,23,23,0,81,94,81,69
473,GB,62,2011-09-25,CHI,GB,17,17,0,81,94,81,69
474,GB,62,2011-10-02,GB,DEN,49,49,1,81,94,81,69
475,GB,62,2011-10-09,ATL,GB,14,14,0,81,94,81,69
476,GB,62,2011-10-16,GB,LAR,24,24,1,81,94,81,69
477,GB,62,2011-10-23,MIN,GB,27,27,0,81,94,81,69
478,GB,62,2011-11-06,LAC,GB,38,38,0,81,94,81,69
479,GB,62,2011-11-14,GB,MIN,45,45,1,81,94,81,69
480,GB,62,2011-11-20,GB,TB,35,35,1,81,94,81,69
481,GB,62,2011-11-24,DET,GB,15,15,0,81,94,81,69
482,GB,62,2011-12-04,NYG,GB,35,35,0,81,94,81,69
483,GB,62,2011-12-11,GB,OAK,46,46,1,81,94,81,69
484,GB,62,2011-12-25,GB,CHI,35,35,1,81,94,81,69
485,GB,62,2012-01-01,GB,DET,45,45,1,81,94,81,69
486,GB,62,2012-09-13,GB,CHI,23,23,1,81,94,81,69
487,GB,62,2012-09-30,GB,NO,28,28,1,81,94,81,69
488,GB,62,2012-10-14,HOU,GB,24,24,0,81,94,81,69
489,GB,62,2012-10-21,LAR,GB,20,20,0,81,94,81,69
490,GB,62,2012-10-28,GB,JAX,24,24,1,81,94,81,69
491,GB,62,2012-11-04,GB,ARI,31,31,1,81,94,81,69
492,GB,62,2012-11-18,DET,GB,20,20,0,81,94,81,69
493,GB,62,2012-12-02,GB,MIN,23,23,1,81,94,81,69
494,GB,62,2012-12-09,GB,DET,27,27,1,81,94,81,69
495,GB,62,2012-12-16,CHI,GB,13,13,0,81,94,81,69
496,GB,62,2012-12-23,GB,TEN,55,55,1,81,94,81,69
497,GB,62,2013-01-05,GB,MIN,24,24,1,81,94,81,69
498,GB,62,2013-09-15,GB,WSH,38,38,1,81,94,81,69
499,GB,62,2013-10-06,GB,DET,22,22,1,81,94,81,69
500,GB,62,2013-10-13,BAL,GB,17,17,0,81,94,81,69
501,GB,62,2013-10-20,GB,CLE,31,31,1,81,94,81,69
502,GB,62,2013-10-27,MIN,GB,31,31,0,81,94,81,69
503,GB,62,2013-12-08,GB,ATL,22,22,1,81,94,81,69
504,GB,62,2013-12-15,DAL,GB,36,36,0,81,94,81,69
505,GB,62,2013-12-29,CHI,GB,28,28,0,81,94,81,69
506,GB,62,2014-09-14,GB,NYJ,31,31,1,81,94,81,69
507,GB,62,2014-09-28,CHI,GB,17,17,0,81,94,81,69
508,GB,62,2014-10-02,GB,MIN,42,42,1,81,94,81,69
509,GB,62,2014-10-12,MIA,GB,24,24,0,81,94,81,69
510,GB,62,2014-10-19,GB,CAR,38,38,1,81,94,81,69
511,GB,62,2014-11-09,GB,CHI,55,55,1,81,94,81,69
512,GB,62,2014-11-16,GB,PHI,53,53,1,81,94,81,69
513,GB,62,2014-11-23,MIN,GB,21,21,0,81,94,81,69
514,GB,62,2014-11-30,GB,NE,26,26,1,81,94,81,69
515,GB,62,2014-12-08,GB,ATL,43,43,1,81,94,81,69
516,GB,62,2014-12-21,TB,GB,3,3,0,81,94,81,69
517,GB,62,2014-12-28,GB,DET,30,30,1,81,94,81,69
518,GB,62,2015-01-11,GB,DAL,26,26,1,81,94,81,69
519,HOU,41,2010-09-12,HOU,IND,34,34,1,55,48,35,95
520,HOU,41,2010-09-19,WSH,HOU,27,27,0,55,48,35,95
521,HOU,41,2010-10-03,OAK,HOU,24,24,0,55,48,35,95
522,HOU,41,2010-10-17,HOU,KC,35,35,1,55,48,35,95
523,HOU,41,2010-11-28,HOU,TEN,20,20,1,55,48,35,95
524,HOU,41,2011-01-02,HOU,JAX,34,34,1,55,48,35,95
525,HOU,41,2011-09-11,HOU,IND,34,34,1,55,48,35,95
526,HOU,41,2011-09-18,MIA,HOU,13,13,0,55,48,35,95
527,HOU,41,2011-10-02,HOU,PIT,17,17,1,55,48,35,95
528,HOU,41,2011-10-23,TEN,HOU,7,7,0,55,48,35,95
529,HOU,41,2011-10-30,HOU,JAX,24,24,1,55,48,35,95
530,HOU,41,2011-11-06,HOU,CLE,30,30,1,55,48,35,95
531,HOU,41,2011-11-13,TB,HOU,9,9,0,55,48,35,95
532,HOU,41,2011-11-27,JAX,HOU,13,13,0,55,48,35,95
533,HOU,41,2011-12-04,HOU,ATL,17,17,1,55,48,35,95
534,HOU,41,2011-12-11,CIN,HOU,19,19,0,55,48,35,95
535,HOU,41,2012-01-07,HOU,CIN,31,31,1,55,48,35,95
536,HOU,41,2012-09-09,HOU,MIA,30,30,1,55,48,35,95
537,HOU,41,2012-09-16,JAX,HOU,7,7,0,55,48,35,95
538,HOU,41,2012-09-23,DEN,HOU,25,25,0,55,48,35,95
539,HOU,41,2012-09-30,HOU,TEN,38,38,1,55,48,35,95
540,HOU,41,2012-10-08,NYJ,HOU,17,17,0,55,48,35,95
541,HOU,41,2012-10-21,HOU,BAL,43,43,1,55,48,35,95
542,HOU,41,2012-11-04,HOU,BUF,21,21,1,55,48,35,95
543,HOU,41,2012-11-11,CHI,HOU,6,6,0,55,48,35,95
544,HOU,41,2012-11-18,HOU,JAX,43,43,1,55,48,35,95
545,HOU,41,2012-11-22,DET,HOU,31,31,0,55,48,35,95
546,HOU,41,2012-12-02,TEN,HOU,10,10,0,55,48,35,95
547,HOU,41,2012-12-16,HOU,IND,29,29,1,55,48,35,95
548,HOU,41,2013-01-05,HOU,CIN,19,19,1,55,48,35,95
549,HOU,41,2013-09-09,LAC,HOU,28,28,0,55,48,35,95
550,HOU,41,2013-09-15,HOU,TEN,30,30,1,55,48,35,95
551,HOU,41,2014-09-07,HOU,WSH,17,17,1,55,48,35,95
552,HOU,41,2014-09-14,OAK,HOU,14,14,0,55,48,35,95
553,HOU,41,2014-09-28,HOU,BUF,23,23,1,55,48,35,95
554,HOU,41,2014-10-26,TEN,HOU,16,16,0,55,48,35,95
555,HOU,41,2014-11-16,CLE,HOU,7,7,0,55,48,35,95
556,HOU,41,2014-11-30,HOU,TEN,45,45,1,55,48,35,95
557,HOU,41,2014-12-07,JAX,HOU,13,13,0,55,48,35,95
558,HOU,41,2014-12-21,HOU,BAL,25,25,1,55,48,35,95
559,HOU,41,2014-12-28,HOU,JAX,23,23,1,55,48,35,95
560,IND,48,2010-09-19,IND,NYG,38,38,1,68,77,94,16
561,IND,48,2010-09-26,DEN,IND,13,13,0,68,77,94,16
562,IND,48,2010-10-10,IND,KC,19,19,1,68,77,94,16
563,IND,48,2010-10-17,WSH,IND,24,24,0,68,77,94,16
564,IND,48,2010-11-01,IND,HOU,30,30,1,68,77,94,16
565,IND,48,2010-11-14,IND,CIN,23,23,1,68,77,94,16
566,IND,48,2010-12-09,TEN,IND,28,28,0,68,77,94,16
567,IND,48,2010-12-19,IND,JAX,34,34,1,68,77,94,16
568,IND,48,2010-12-26,OAK,IND,26,26,0,68,77,94,16
569,IND,48,2011-01-02,IND,TEN,23,23,1,68,77,94,16
570,IND,48,2011-12-18,IND,TEN,27,27,1,68,77,94,16
571,IND,48,2011-12-22,IND,HOU,19,19,1,68,77,94,16
572,IND,48,2012-09-16,IND,MIN,23,23,1,68,77,94,16
573,IND,48,2012-10-07,IND,GB,30,30,1,68,77,94,16
574,IND,48,2012-10-21,IND,CLE,17,17,1,68,77,94,16
575,IND,48,2012-10-28,TEN,IND,13,13,0,68,77,94,16
576,IND,48,2012-11-04,IND,MIA,23,23,1,68,77,94,16
577,IND,48,2012-11-08,JAX,IND,10,10,0,68,77,94,16
578,IND,48,2012-11-25,IND,BUF,20,20,1,68,77,94,16
579,IND,48,2012-12-02,DET,IND,33,33,0,68,77,94,16
580,IND,48,2012-12-09,IND,TEN,27,27,1,68,77,94,16
581,IND,48,2012-12-23,KC,IND,13,13,0,68,77,94,16
582,IND,48,2012-12-30,IND,HOU,28,28,1,68,77,94,16
583,IND,48,2013-09-08,IND,OAK,21,21,1,68,77,94,16
584,IND,48,2013-09-22,SF,IND,7,7,0,68,77,94,16
585,IND,48,2013-09-29,JAX,IND,3,3,0,68,77,94,16
586,IND,48,2013-10-06,IND,SEA,34,34,1,68,77,94,16
587,IND,48,2013-10-20,IND,DEN,39,39,1,68,77,94,16
588,IND,48,2013-11-03,HOU,IND,24,24,0,68,77,94,16
589,IND,48,2013-11-14,TEN,IND,27,27,0,68,77,94,16
590,IND,48,2013-12-01,IND,TEN,22,22,1,68,77,94,16
591,IND,48,2013-12-15,IND,HOU,25,25,1,68,77,94,16
592,IND,48,2013-12-22,KC,IND,7,7,0,68,77,94,16
593,IND,48,2013-12-29,IND,JAX,30,30,1,68,77,94,16
594,IND,48,2014-01-04,IND,KC,45,45,1,68,77,94,16
595,IND,48,2014-09-21,JAX,IND,17,17,0,68,77,94,16
596,IND,48,2014-09-28,IND,TEN,41,41,1,68,77,94,16
597,IND,48,2014-10-05,IND,BAL,20,20,1,68,77,94,16
598,IND,48,2014-10-09,HOU,IND,28,28,0,68,77,94,16
599,IND,48,2014-10-19,IND,CIN,27,27,1,68,77,94,16
600,IND,48,2014-11-03,NYG,IND,24,24,0,68,77,94,16
601,IND,48,2014-11-23,IND,JAX,23,23,1,68,77,94,16
602,IND,48,2014-11-30,IND,WSH,49,49,1,68,77,94,16
603,IND,48,2014-12-07,CLE,IND,24,24,0,68,77,94,16
604,IND,48,2014-12-14,IND,HOU,17,17,1,68,77,94,16
605,IND,48,2014-12-28,TEN,IND,10,10,0,68,77,94,16
606,IND,48,2015-01-04,IND,CIN,26,26,1,68,77,94,16
607,IND,48,2015-01-11,DEN,IND,13,13,0,68,77,94,16
608,JAX,22,2010-09-12,JAX,DEN,24,24,1,61,100,3,29
609,JAX,22,2010-10-03,JAX,IND,31,31,1,61,100,3,29
610,JAX,22,2010-10-10,BUF,JAX,26,26,0,61,100,3,29
611,JAX,22,2010-10-31,DAL,JAX,17,17,0,61,100,3,29
612,JAX,22,2010-11-14,JAX,HOU,31,31,1,61,100,3,29
613,JAX,22,2010-11-21,JAX,CLE,24,24,1,61,100,3,29
614,JAX,22,2010-12-05,TEN,JAX,6,6,0,61,100,3,29
615,JAX,22,2010-12-12,JAX,OAK,38,38,1,61,100,3,29
616,JAX,22,2011-09-11,JAX,TEN,16,16,1,61,100,3,29
617,JAX,22,2011-10-24,JAX,BAL,12,12,1,61,100,3,29
618,JAX,22,2011-11-13,IND,JAX,3,3,0,61,100,3,29
619,JAX,22,2011-12-11,JAX,TB,41,41,1,61,100,3,29
620,JAX,22,2012-01-01,JAX,IND,19,19,1,61,100,3,29
621,JAX,22,2012-09-23,IND,JAX,17,17,0,61,100,3,29
622,JAX,22,2012-11-25,JAX,TEN,24,24,1,61,100,3,29
623,JAX,22,2013-11-10,TEN,JAX,27,27,0,61,100,3,29
624,JAX,22,2013-11-24,HOU,JAX,6,6,0,61,100,3,29
625,JAX,22,2013-12-01,CLE,JAX,28,28,0,61,100,3,29
626,JAX,22,2013-12-05,JAX,HOU,27,27,1,61,100,3,29
627,JAX,22,2014-10-19,JAX,CLE,24,24,1,61,100,3,29
628,JAX,22,2014-11-30,JAX,NYG,25,25,1,61,100,3,29
629,JAX,22,2014-12-18,JAX,TEN,21,21,1,61,100,3,29
630,KC,39,2010-09-13,KC,LAC,21,21,1,84,71,48,44
631,KC,39,2010-09-19,CLE,KC,14,14,0,84,71,48,44
632,KC,39,2010-09-26,KC,SF,31,31,1,84,71,48,44
633,KC,39,2010-10-24,KC,JAX,42,42,1,84,71,48,44
634,KC,39,2010-10-31,KC,BUF,13,13,1,84,71,48,44
635,KC,39,2010-11-21,KC,ARI,31,31,1,84,71,48,44
636,KC,39,2010-11-28,SEA,KC,24,24,0,84,71,48,44
637,KC,39,2010-12-05,KC,DEN,10,10,1,84,71,48,44
638,KC,39,2010-12-19,LAR,KC,13,13,0,84,71,48,44
639,KC,39,2010-12-26,KC,TEN,34,34,1,84,71,48,44
640,KC,39,2011-10-02,KC,MIN,22,22,1,84,71,48,44
641,KC,39,2011-10-09,IND,KC,24,24,0,84,71,48,44
642,KC,39,2011-10-23,OAK,KC,0,0,0,84,71,48,44
643,KC,39,2011-10-31,KC,LAC,23,23,1,84,71,48,44
644,KC,39,2011-12-04,CHI,KC,3,3,0,84,71,48,44
645,KC,39,2011-12-18,KC,GB,19,19,1,84,71,48,44
646,KC,39,2012-01-01,DEN,KC,3,3,0,84,71,48,44
647,KC,39,2012-09-23,NO,KC,24,24,0,84,71,48,44
648,KC,39,2012-12-02,KC,CAR,27,27,1,84,71,48,44
649,KC,39,2013-09-08,JAX,KC,2,2,0,84,71,48,44
650,KC,39,2013-09-15,KC,DAL,17,17,1,84,71,48,44
651,KC,39,2013-09-19,PHI,KC,16,16,0,84,71,48,44
652,KC,39,2013-09-29,KC,NYG,31,31,1,84,71,48,44
653,KC,39,2013-10-06,TEN,KC,17,17,0,84,71,48,44
654,KC,39,2013-10-13,KC,OAK,24,24,1,84,71,48,44
655,KC,39,2013-10-20,KC,HOU,17,17,1,84,71,48,44
656,KC,39,2013-10-27,KC,CLE,23,23,1,84,71,48,44
657,KC,39,2013-11-03,BUF,KC,13,13,0,84,71,48,44
658,KC,39,2013-12-08,WSH,KC,10,10,0,84,71,48,44
659,KC,39,2013-12-15,OAK,KC,31,31,0,84,71,48,44
660,KC,39,2014-09-21,MIA,KC,15,15,0,84,71,48,44
661,KC,39,2014-09-29,KC,NE,41,41,1,84,71,48,44
662,KC,39,2014-10-19,LAC,KC,20,20,0,84,71,48,44
663,KC,39,2014-10-26,KC,LAR,34,34,1,84,71,48,44
664,KC,39,2014-11-02,KC,NYJ,24,24,1,84,71,48,44
665,KC,39,2014-11-09,BUF,KC,13,13,0,84,71,48,44
666,KC,39,2014-11-16,KC,SEA,24,24,1,84,71,48,44
667,KC,39,2014-12-14,KC,OAK,31,31,1,84,71,48,44
668,KC,39,2014-12-28,KC,LAC,19,19,1,84,71,48,44
669,LAC,43,2010-09-19,LAC,JAX,38,38,1,19,19,52,84
670,LAC,43,2010-10-03,LAC,ARI,41,41,1,19,19,52,84
671,LAC,43,2010-10-31,LAC,TEN,33,33,1,19,19,52,84
672,LAC,43,2010-11-07,HOU,LAC,23,23,0,19,19,52,84
673,LAC,43,2010-11-22,LAC,DEN,35,35,1,19,19,52,84
674,LAC,43,2010-11-28,IND,LAC,14,14,0,19,19,52,84
675,LAC,43,2010-12-12,LAC,KC,31,31,1,19,19,52,84
676,LAC,43,2010-12-16,LAC,SF,34,34,1,19,19,52,84
677,LAC,43,2011-01-02,DEN,LAC,28,28,0,19,19,52,84
678,LAC,43,2011-09-11,LAC,MIN,24,24,1,19,19,52,84
679,LAC,43,2011-09-25,LAC,KC,20,20,1,19,19,52,84
680,LAC,43,2011-10-02,LAC,MIA,26,26,1,19,19,52,84
681,LAC,43,2011-10-09,DEN,LAC,24,24,0,19,19,52,84
682,LAC,43,2011-12-05,JAX,LAC,14,14,0,19,19,52,84
683,LAC,43,2011-12-11,LAC,BUF,37,37,1,19,19,52,84
684,LAC,43,2011-12-18,LAC,BAL,34,34,1,19,19,52,84
685,LAC,43,2012-01-01,OAK,LAC,26,26,0,19,19,52,84
686,LAC,43,2012-09-10,OAK,LAC,14,14,0,19,19,52,84
687,LAC,43,2012-09-16,LAC,TEN,38,38,1,19,19,52,84
688,LAC,43,2012-09-30,KC,LAC,20,20,0,19,19,52,84
689,LAC,43,2012-11-01,LAC,KC,31,31,1,19,19,52,84
690,LAC,43,2012-12-09,PIT,LAC,24,24,0,19,19,52,84
691,LAC,43,2012-12-23,NYJ,LAC,17,17,0,19,19,52,84
692,LAC,43,2012-12-30,LAC,OAK,24,24,1,19,19,52,84
693,LAC,43,2013-09-15,PHI,LAC,30,30,0,19,19,52,84
694,LAC,43,2013-09-29,LAC,DAL,30,30,1,19,19,52,84
695,LAC,43,2013-10-14,LAC,IND,19,19,1,19,19,52,84
696,LAC,43,2013-10-20,JAX,LAC,6,6,0,19,19,52,84
697,LAC,43,2013-11-24,KC,LAC,38,38,0,19,19,52,84
698,LAC,43,2013-12-08,LAC,NYG,37,37,1,19,19,52,84
699,LAC,43,2013-12-12,DEN,LAC,20,20,0,19,19,52,84
700,LAC,43,2013-12-22,LAC,OAK,26,26,1,19,19,52,84
701,LAC,43,2013-12-29,LAC,KC,27,27,1,19,19,52,84
702,LAC,43,2014-01-05,CIN,LAC,10,10,0,19,19,52,84
703,LAC,43,2014-09-14,LAC,SEA,30,30,1,19,19,52,84
704,LAC,43,2014-09-21,BUF,LAC,10,10,0,19,19,52,84
705,LAC,43,2014-09-28,LAC,JAX,33,33,1,19,19,52,84
706,LAC,43,2014-10-05,LAC,NYJ,31,31,1,19,19,52,84
707,LAC,43,2014-10-12,OAK,LAC,28,28,0,19,19,52,84
708,LAC,43,2014-11-16,LAC,OAK,13,13,1,19,19,52,84
709,LAC,43,2014-11-23,LAC,LAR,27,27,1,19,19,52,84
710,LAC,43,2014-11-30,BAL,LAC,33,33,0,19,19,52,84
711,LAC,43,2014-12-20,SF,LAC,35,35,0,19,19,52,84
712,LAR,29,2010-09-26,LAR,WSH,30,30,1,39,55,39,56
713,LAR,29,2010-10-03,LAR,SEA,20,20,1,39,55,39,56
714,LAR,29,2010-10-17,LAR,LAC,20,20,1,39,55,39,56
715,LAR,29,2010-10-31,LAR,CAR,20,20,1,39,55,39,56
716,LAR,29,2010-11-28,DEN,LAR,33,33,0,39,55,39,56
717,LAR,29,2010-12-05,ARI,LAR,6,6,0,39,55,39,56
718,LAR,29,2010-12-26,LAR,SF,25,25,1,39,55,39,56
719,LAR,29,2011-10-30,LAR,NO,31,31,1,39,55,39,56
720,LAR,29,2011-11-13,CLE,LAR,12,12,0,39,55,39,56
721,LAR,29,2012-09-16,LAR,WSH,31,31,1,39,55,39,56
722,LAR,29,2012-09-30,LAR,SEA,19,19,1,39,55,39,56
723,LAR,29,2012-10-04,LAR,ARI,17,17,1,39,55,39,56
724,LAR,29,2012-11-25,ARI,LAR,17,17,0,39,55,39,56
725,LAR,29,2012-12-02,LAR,SF,16,16,1,39,55,39,56
726,LAR,29,2012-12-09,BUF,LAR,12,12,0,39,55,39,56
727,LAR,29,2012-12-23,TB,LAR,13,13,0,39,55,39,56
728,LAR,29,2013-09-08,LAR,ARI,27,27,1,39,55,39,56
729,LAR,29,2013-10-06,LAR,JAX,34,34,1,39,55,39,56
730,LAR,29,2013-10-13,HOU,LAR,13,13,0,39,55,39,56
731,LAR,29,2013-11-10,IND,LAR,8,8,0,39,55,39,56
732,LAR,29,2013-11-24,LAR,CHI,42,42,1,39,55,39,56
733,LAR,29,2013-12-15,LAR,NO,27,27,1,39,55,39,56
734,LAR,29,2013-12-22,LAR,TB,23,23,1,39,55,39,56
735,LAR,29,2014-09-14,TB,LAR,17,17,0,39,55,39,56
736,LAR,29,2014-10-19,LAR,SEA,28,28,1,39,55,39,56
737,LAR,29,2014-11-02,SF,LAR,10,10,0,39,55,39,56
738,LAR,29,2014-11-16,LAR,DEN,22,22,1,39,55,39,56
739,LAR,29,2014-11-30,LAR,OAK,52,52,1,39,55,39,56
740,LAR,29,2014-12-07,WSH,LAR,0,0,0,39,55,39,56
741,MIA,36,2010-09-12,BUF,MIA,10,10,0,6,35,71,95
742,MIA,36,2010-09-19,MIN,MIA,10,10,0,6,35,71,95
743,MIA,36,2010-10-17,GB,MIA,20,20,0,6,35,71,95
744,MIA,36,2010-10-31,CIN,MIA,14,14,0,6,35,71,95
745,MIA,36,2010-11-14,MIA,TEN,29,29,1,6,35,71,95
746,MIA,36,2010-11-28,OAK,MIA,17,17,0,6,35,71,95
747,MIA,36,2010-12-12,NYJ,MIA,6,6,0,6,35,71,95
748,MIA,36,2011-11-06,KC,MIA,3,3,0,6,35,71,95
749,MIA,36,2011-11-13,MIA,WSH,20,20,1,6,35,71,95
750,MIA,36,2011-11-20,MIA,BUF,35,35,1,6,35,71,95
751,MIA,36,2011-12-04,MIA,OAK,34,34,1,6,35,71,95
